id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,code_postal,code_commune,nom_commune,code_departement,type_local,surface_reelle_bati,nombre_pieces_principales,lot1_surface_carrez
2023-000544,2023-09-02,3,Vente,673620,13007,13207,Marseille 7e Arrondissement,13,Maison,218,3,207
2023-000545,2023-02-02,3,Vente,591690,31000,31555,Toulouse,31,Maison,165,5,
2023-000546,2023-02-03,2,Vente,401562,13007,13207,Marseille 7e Arrondissement,13,Local industriel. commercial ou assimilé,126,,
2023-000547,2023-12-23,2,Vente,744934,75011,75111,Paris 11e Arrondissement,75,Maison,107,4,
2023-000548,2023-05-30,3,Vente,193336,13011,13211,Marseille 11e Arrondissement,13,Appartement,44,5,
2023-000549,2023-09-06,2,Vente,883595,13007,13207,Marseille 7e Arrondissement,13,Appartement,95,3,
2023-000550,2023-06-30,3,Vente,978948,69006,69386,Lyon 6e Arrondissement,69,Maison,142,2,
2023-000551,2023-12-08,3,Vente en l'état futur d'achèvement,234897,75018,75118,Paris 18e Arrondissement,75,Appartement,39,3,
2023-000552,2023-06-26,3,Vente,339796,31000,31555,Toulouse,31,Appartement,38,5,
2023-000553,2023-03-16,3,Vente,838968,75001,75101,Paris 1er Arrondissement,75,Appartement,78,6,
2023-000554,2023-10-21,3,Echange,879585,69006,69386,Lyon 6e Arrondissement,69,Appartement,105,4,99
2023-000555,2023-12-14,3,Vente,433816,59000,59350,Lille,59,Maison,211,1,
2023-000556,2023-05-23,1,Vente,210645,44000,44109,Nantes,44,Appartement,45,6,42
2023-000557,2023-11-06,4,Vente,502800,13011,13211,Marseille 11e Arrondissement,13,Maison,200,3,
2023-000558,2023-08-17,4,Vente,425148,69006,69386,Lyon 6e Arrondissement,69,Maison,213,6,202
2023-000559,2023-08-06,3,Vente,1563581,69006,69386,Lyon 6e Arrondissement,69,Appartement,113,4,
2023-000560,2023-07-29,2,Vente,1069744,06000,06088,Nice,06,Maison,139,5,
2023-000561,2023-01-22,3,Vente,347420,67000,67482,Strasbourg,67,Appartement,58,2,
2023-000562,2023-12-01,2,Vente en l'état futur d'achèvement,902265,44000,44109,Nantes,44,Appartement,105,6,
2023-000563,2023-02-04,4,Vente,1456224,35000,35238,Rennes,35,Dépendance,336,,319
2023-000564,2023-10-22,4,Vente,216392,67000,67482,Strasbourg,67,Appartement,22,3,20
2023-000565,2023-07-04,2,Vente,909957,75018,75118,Paris 18e Arrondissement,75,Maison,177,2,168
2023-000566,2023-06-11,1,Vente,950374,06000,06088,Nice,06,Appartement,107,3,101
2023-000567,2023-09-23,2,Vente en l'état futur d'achèvement,660300,13007,13207,Marseille 7e Arrondissement,13,Maison,142,2,134
2023-000568,2023-11-11,2,Vente,353160,67000,67482,Strasbourg,67,Appartement,108,1,102
2023-000569,2023-03-13,2,Vente,692512,33000,33063,Bordeaux,33,Appartement,76,2,72
2023-000570,2023-02-10,1,Vente,444644,69006,69386,Lyon 6e Arrondissement,69,Maison,178,4,
2023-000571,2023-01-31,1,Vente,334320,75001,75101,Paris 1er Arrondissement,75,Appartement,80,1,76
2023-000572,2023-12-10,3,Vente,339465,69002,69382,Lyon 2e Arrondissement,69,Maison,159,3,
2023-000573,2023-05-04,3,Vente,400512,67000,67482,Strasbourg,67,Appartement,84,2,
2023-000574,2023-02-20,2,Vente,790771,35000,35238,Rennes,35,Dépendance,139,,
2023-000575,2023-07-14,1,Vente,508546,75011,75111,Paris 11e Arrondissement,75,Maison,178,4,169
2023-000576,2023-10-13,3,Vente,440608,33000,33063,Bordeaux,33,Appartement,112,4,
2023-000577,2023-08-16,4,Vente,409190,59000,59350,Lille,59,Dépendance,145,,137
2023-000578,2023-09-09,1,Vente,962302,13007,13207,Marseille 7e Arrondissement,13,Dépendance,374,,
2023-000579,2023-02-22,1,Vente,991458,13011,13211,Marseille 11e Arrondissement,13,Appartement,114,4,
2023-000580,2023-10-25,4,Vente,1078362,13011,13211,Marseille 11e Arrondissement,13,Maison,139,4,132
2023-000581,2023-05-09,4,Vente,1333020,75018,75118,Paris 18e Arrondissement,75,Maison,195,1,185
2023-000582,2023-03-20,4,Vente,331006,75018,75118,Paris 18e Arrondissement,75,Appartement,58,5,55
2023-000583,2023-09-16,1,Vente,487388,69002,69382,Lyon 2e Arrondissement,69,Appartement,53,4,
2023-000584,2023-01-19,2,Vente en l'état futur d'achèvement,113904,13007,13207,Marseille 7e Arrondissement,13,Appartement,24,3,
2023-000585,2023-02-26,1,Vente,1192605,75018,75118,Paris 18e Arrondissement,75,Maison,215,2,
2023-000586,2023-12-13,2,Vente,553440,33000,33063,Bordeaux,33,Maison,160,1,152
2023-000587,2023-11-17,2,Vente,858501,13007,13207,Marseille 7e Arrondissement,13,Appartement,63,6,
2023-000588,2023-12-19,3,Vente,423722,44000,44109,Nantes,44,Maison,86,5,
2023-000589,2023-08-04,3,Vente en l'état futur d'achèvement,198720,44000,44109,Nantes,44,Appartement,54,4,51
2023-000590,2023-04-16,2,Vente,585081,35000,35238,Rennes,35,Appartement,63,3,59
2023-000591,2023-11-22,1,Echange,307406,13007,13207,Marseille 7e Arrondissement,13,Maison,89,2,84
2023-000592,2023-02-04,3,Vente,1473825,06000,06088,Nice,06,Maison,215,1,204
2023-000593,2023-04-13,2,Vente,874467,69006,69386,Lyon 6e Arrondissement,69,Appartement,73,1,69
2023-000594,2023-08-28,2,Vente,788346,69002,69382,Lyon 2e Arrondissement,69,Appartement,54,1,
2023-000595,2023-06-03,3,Vente,772425,75018,75118,Paris 18e Arrondissement,75,Appartement,75,4,71
2023-000596,2023-05-01,3,Vente,557137,44000,44109,Nantes,44,Appartement,71,2,
2023-000597,2023-01-19,2,Adjudication,268290,31000,31555,Toulouse,31,Appartement,45,5,42
2023-000598,2023-01-11,4,Echange,112671,75001,75101,Paris 1er Arrondissement,75,Appartement,27,1,25
2023-000599,2023-03-13,3,Vente,231270,44000,44109,Nantes,44,Maison,130,5,
2023-000600,2023-06-10,2,Vente,909370,75011,75111,Paris 11e Arrondissement,75,Maison,154,4,
2023-000601,2023-07-29,4,Vente,245160,75018,75118,Paris 18e Arrondissement,75,Maison,135,4,128
2023-000602,2023-07-05,1,Vente en l'état futur d'achèvement,1379196,69006,69386,Lyon 6e Arrondissement,69,Local industriel. commercial ou assimilé,273,,259
2023-000603,2023-12-10,1,Vente,503171,44000,44109,Nantes,44,Maison,131,6,124
2023-000604,2023-07-21,3,Vente en l'état futur d'achèvement,576855,69002,69382,Lyon 2e Arrondissement,69,Maison,135,2,
2023-000605,2023-11-26,4,Vente en l'état futur d'achèvement,284760,75018,75118,Paris 18e Arrondissement,75,Appartement,72,6,68
2023-000606,2023-02-21,3,Vente,364720,13007,13207,Marseille 7e Arrondissement,13,Appartement,40,5,
2023-000607,2023-04-05,1,Vente,1229700,75001,75101,Paris 1er Arrondissement,75,Appartement,100,3,
2023-000608,2023-11-29,3,Vente,434784,69002,69382,Lyon 2e Arrondissement,69,Dépendance,96,,
2023-000609,2023-12-18,2,Vente,729045,67000,67482,Strasbourg,67,Maison,153,5,
2023-000610,2023-11-17,2,Vente en l'état futur d'achèvement,230594,75001,75101,Paris 1er Arrondissement,75,Appartement,49,6,
2023-000611,2023-02-15,4,Vente,622708,06000,06088,Nice,06,Maison,164,4,
2023-000612,2023-05-17,2,Vente,858981,59000,59350,Lille,59,Local industriel. commercial ou assimilé,177,,168
2023-000613,2023-08-03,2,Vente,521891,67000,67482,Strasbourg,67,Appartement,43,4,
2023-000614,2023-08-29,4,Vente,448344,44000,44109,Nantes,44,Maison,104,2,98
2023-000615,2023-10-13,1,Vente,174675,59000,59350,Lille,59,Maison,85,6,
2023-000616,2023-07-22,2,Vente,639436,31000,31555,Toulouse,31,Maison,164,5,
2023-000617,2023-08-28,2,Vente,206000,31000,31555,Toulouse,31,Maison,103,1,
2023-000618,2023-08-09,3,Vente,767936,67000,67482,Strasbourg,67,Maison,142,3,
2023-000619,2023-03-19,2,Vente,1370924,75018,75118,Paris 18e Arrondissement,75,Dépendance,314,,
2023-000620,2023-03-01,4,Vente,283279,69006,69386,Lyon 6e Arrondissement,69,Appartement,83,5,
2023-000621,2023-03-05,2,Vente en l'état futur d'achèvement,266752,75011,75111,Paris 11e Arrondissement,75,Appartement,64,3,60
2023-000622,2023-08-02,1,Vente,198505,75001,75101,Paris 1er Arrondissement,75,Appartement,29,3,
2023-000623,2023-02-24,3,Vente,636576,44000,44109,Nantes,44,Maison,152,6,144
2023-000624,2023-11-15,2,Vente,862470,75001,75101,Paris 1er Arrondissement,75,Maison,185,5,
2023-000625,2023-01-29,1,Vente,638000,75001,75101,Paris 1er Arrondissement,75,Maison,88,4,
2023-000626,2023-05-26,3,Vente,658410,69002,69382,Lyon 2e Arrondissement,69,Appartement,102,4,96
2023-000627,2023-07-08,1,Vente,319260,06000,06088,Nice,06,Appartement,85,4,80
2023-000628,2023-11-19,2,Vente,403287,35000,35238,Rennes,35,Maison,179,4,170
2023-000629,2023-11-19,2,Vente,388008,59000,59350,Lille,59,Appartement,102,2,96
2023-000630,2023-06-01,1,Vente en l'état futur d'achèvement,436724,69006,69386,Lyon 6e Arrondissement,69,Appartement,92,5,87
2023-000631,2023-10-19,4,Vente,440960,13011,13211,Marseille 11e Arrondissement,13,Appartement,52,6,
2023-000632,2023-08-02,4,Vente en l'état futur d'achèvement,705764,75018,75118,Paris 18e Arrondissement,75,Maison,146,6,138
2023-000633,2023-04-06,4,Vente,400200,69006,69386,Lyon 6e Arrondissement,69,Local industriel. commercial ou assimilé,138,,131
2023-000634,2023-12-02,4,Vente,1548864,75001,75101,Paris 1er Arrondissement,75,Maison,192,6,
2023-000635,2023-12-11,2,Adjudication,832941,67000,67482,Strasbourg,67,Maison,171,6,162
2023-000636,2023-05-04,4,Vente,665537,69002,69382,Lyon 2e Arrondissement,69,Maison,181,2,
2023-000637,2023-12-26,4,Vente,771711,75011,75111,Paris 11e Arrondissement,75,Maison,183,5,
2023-000638,2023-08-10,3,Vente,931626,75001,75101,Paris 1er Arrondissement,75,Appartement,73,5,
2023-000639,2023-11-10,1,Vente,1281116,13011,13211,Marseille 11e Arrondissement,13,Appartement,106,5,
2023-000640,2023-09-11,3,Vente,894663,44000,44109,Nantes,44,Appartement,99,2,94
2023-000641,2023-04-23,4,Vente,1297780,33000,33063,Bordeaux,33,Maison,220,3,209
2023-000642,2023-07-04,1,Echange,400000,67000,67482,Strasbourg,67,Appartement,80,6,76
2023-000643,2023-09-09,3,Vente,738910,75018,75118,Paris 18e Arrondissement,75,Maison,95,1,90
2023-000644,2023-09-15,1,Vente,158964,13007,13207,Marseille 7e Arrondissement,13,Maison,78,2,74
2023-000645,2023-07-01,1,Vente,466722,33000,33063,Bordeaux,33,Maison,81,1,76
2023-000646,2023-02-26,1,Vente,330120,33000,33063,Bordeaux,33,Dépendance,84,,79
2023-000647,2023-03-02,1,Vente,594262,75001,75101,Paris 1er Arrondissement,75,Maison,122,6,
2023-000648,2023-04-14,3,Vente,1330602,13007,13207,Marseille 7e Arrondissement,13,Maison,182,4,
2023-000649,2023-08-01,4,Vente,665982,75018,75118,Paris 18e Arrondissement,75,Maison,162,4,153
2023-000650,2023-12-16,1,Echange,328746,33000,33063,Bordeaux,33,Appartement,66,6,
2023-000651,2023-08-11,3,Vente,328941,13007,13207,Marseille 7e Arrondissement,13,Appartement,27,1,
2023-000652,2023-06-10,2,Vente,188352,44000,44109,Nantes,44,Appartement,64,5,60
2023-000653,2023-11-16,3,Vente,1264320,33000,33063,Bordeaux,33,Appartement,120,2,
2023-000654,2023-03-06,3,Vente,470678,31000,31555,Toulouse,31,Appartement,86,3,81
2023-000655,2023-10-04,1,Vente,821085,75018,75118,Paris 18e Arrondissement,75,Appartement,95,1,90
2023-000656,2023-01-25,3,Vente,860015,69006,69386,Lyon 6e Arrondissement,69,Maison,101,4,95
2023-000657,2023-11-18,2,Vente,575295,35000,35238,Rennes,35,Appartement,105,6,99
2023-000658,2023-09-22,2,Vente,857604,31000,31555,Toulouse,31,Maison,219,1,208
2023-000659,2023-08-06,4,Vente,680109,67000,67482,Strasbourg,67,Maison,103,5,97
2023-000660,2023-08-14,2,Vente,1387692,06000,06088,Nice,06,Appartement,108,2,102
2023-000661,2023-12-27,3,Vente,412050,33000,33063,Bordeaux,33,Maison,201,5,190
2023-000662,2023-03-03,3,Vente,463238,75011,75111,Paris 11e Arrondissement,75,Appartement,67,3,63
2023-000663,2023-03-15,4,Vente,939690,69006,69386,Lyon 6e Arrondissement,69,Maison,106,6,
2023-000664,2023-08-02,4,Vente,767556,31000,31555,Toulouse,31,Appartement,81,4,76
2023-000665,2023-09-16,4,Vente,1235634,67000,67482,Strasbourg,67,Appartement,101,1,
2023-000666,2023-12-10,1,Vente,604083,13011,13211,Marseille 11e Arrondissement,13,Maison,183,6,173
2023-000667,2023-11-27,2,Vente,241794,35000,35238,Rennes,35,Maison,101,5,95
2023-000668,2023-09-30,4,Vente en l'état futur d'achèvement,314824,31000,31555,Toulouse,31,Maison,116,6,
2023-000669,2023-01-24,3,Vente,307992,31000,31555,Toulouse,31,Appartement,82,4,
2023-000670,2023-04-04,2,Vente,325485,75011,75111,Paris 11e Arrondissement,75,Maison,135,6,
2023-000671,2023-06-02,1,Vente,254127,13007,13207,Marseille 7e Arrondissement,13,Appartement,69,1,
2023-000672,2023-09-18,4,Vente,1510808,35000,35238,Rennes,35,Maison,199,3,189
2023-000673,2023-04-30,2,Vente,144826,75011,75111,Paris 11e Arrondissement,75,Appartement,22,6,
2023-000674,2023-09-14,4,Vente,253966,13011,13211,Marseille 11e Arrondissement,13,Appartement,46,2,43
2023-000675,2023-08-26,4,Vente,715104,31000,31555,Toulouse,31,Maison,144,6,136
2023-000676,2023-09-19,3,Vente,224280,67000,67482,Strasbourg,67,Appartement,56,1,
2023-000677,2023-10-12,3,Vente,964017,59000,59350,Lille,59,Maison,141,3,133
2023-000678,2023-06-14,2,Vente,663168,59000,59350,Lille,59,Maison,157,1,149
2023-000679,2023-01-05,1,Vente,547542,75001,75101,Paris 1er Arrondissement,75,Maison,114,1,108
2023-000680,2023-03-05,1,Vente,705510,67000,67482,Strasbourg,67,Appartement,65,2,
2023-000681,2023-04-24,3,Vente en l'état futur d'achèvement,466555,13007,13207,Marseille 7e Arrondissement,13,Appartement,115,5,109
2023-000682,2023-07-05,2,Vente,148584,69002,69382,Lyon 2e Arrondissement,69,Appartement,24,5,
2023-000683,2023-05-23,2,Vente,1476405,67000,67482,Strasbourg,67,Maison,215,5,
2023-000684,2023-10-19,3,Vente,635648,75018,75118,Paris 18e Arrondissement,75,Maison,128,6,121
2023-000685,2023-12-11,4,Vente,451758,33000,33063,Bordeaux,33,Appartement,103,1,
2023-000686,2023-04-25,1,Vente,193076,31000,31555,Toulouse,31,Appartement,26,3,
2023-000687,2023-01-13,3,Vente,812022,13007,13207,Marseille 7e Arrondissement,13,Appartement,114,2,
2023-000688,2023-08-10,2,Vente,333108,44000,44109,Nantes,44,Maison,76,4,72
2023-000689,2023-05-02,1,Vente,584760,67000,67482,Strasbourg,67,Maison,88,1,
2023-000690,2023-02-01,1,Vente,227620,67000,67482,Strasbourg,67,Appartement,76,1,72
2023-000691,2023-07-25,4,Vente,393888,31000,31555,Toulouse,31,Appartement,32,4,30
2023-000692,2023-12-12,1,Vente,613624,06000,06088,Nice,06,Maison,76,1,
2023-000693,2023-04-10,2,Vente,507687,59000,59350,Lille,59,Appartement,93,4,
2023-000694,2023-10-27,2,Vente,728706,35000,35238,Rennes,35,Maison,181,2,
2023-000695,2023-01-05,3,Vente,848602,06000,06088,Nice,06,Maison,202,4,
2023-000696,2023-02-05,3,Vente,590948,69002,69382,Lyon 2e Arrondissement,69,Maison,157,4,149
2023-000697,2023-08-03,2,Echange,480190,06000,06088,Nice,06,Appartement,62,1,58
2023-000698,2023-06-19,3,Vente,711808,33000,33063,Bordeaux,33,Maison,166,1,
2023-000699,2023-05-29,2,Vente,465192,13007,13207,Marseille 7e Arrondissement,13,Maison,182,2,
2023-000700,2023-06-23,1,Vente en l'état futur d'achèvement,382230,69002,69382,Lyon 2e Arrondissement,69,Appartement,90,3,
2023-000701,2023-02-26,4,Vente,360864,44000,44109,Nantes,44,Appartement,63,5,59
2023-000702,2023-03-08,4,Vente,297088,75011,75111,Paris 11e Arrondissement,75,Appartement,44,3,41
2023-000703,2023-10-28,4,Vente en l'état futur d'achèvement,388740,69002,69382,Lyon 2e Arrondissement,69,Appartement,44,2,
2023-000704,2023-11-11,3,Vente,141876,75011,75111,Paris 11e Arrondissement,75,Appartement,28,6,
2023-000705,2023-09-27,1,Vente,1237572,33000,33063,Bordeaux,33,Appartement,108,5,
2023-000706,2023-04-22,3,Vente,764272,69002,69382,Lyon 2e Arrondissement,69,Maison,148,3,140
2023-000707,2023-09-23,4,Vente,462400,75018,75118,Paris 18e Arrondissement,75,Maison,160,4,
2023-000708,2023-01-13,1,Vente,671600,35000,35238,Rennes,35,Maison,115,3,
2023-000709,2023-05-22,3,Vente,220500,31000,31555,Toulouse,31,Appartement,49,6,
2023-000710,2023-05-21,3,Vente,294448,59000,59350,Lille,59,Appartement,44,6,
2023-000711,2023-07-26,2,Vente,299636,69006,69386,Lyon 6e Arrondissement,69,Maison,173,4,
2023-000712,2023-10-28,3,Vente,1423195,59000,59350,Lille,59,Maison,211,1,200
2023-000713,2023-04-18,1,Vente,936396,13011,13211,Marseille 11e Arrondissement,13,Appartement,76,3,
2023-000714,2023-08-03,3,Vente en l'état futur d'achèvement,1115882,44000,44109,Nantes,44,Maison,178,3,169
2023-000715,2023-03-20,4,Vente,828039,06000,06088,Nice,06,Local industriel. commercial ou assimilé,199,,
2023-000716,2023-09-01,1,Vente,358706,13011,13211,Marseille 11e Arrondissement,13,Maison,97,3,
2023-000717,2023-12-19,3,Vente,440310,44000,44109,Nantes,44,Maison,195,2,185
2023-000718,2023-01-06,1,Vente,540479,75011,75111,Paris 11e Arrondissement,75,Maison,113,2,
2023-000719,2023-04-16,3,Vente,316519,13011,13211,Marseille 11e Arrondissement,13,Maison,103,5,97
2023-000720,2023-04-14,2,Vente,157080,31000,31555,Toulouse,31,Appartement,20,5,19
2023-000721,2023-10-22,3,Vente en l'état futur d'achèvement,91225,06000,06088,Nice,06,Appartement,25,6,
2023-000722,2023-05-08,1,Vente,1017175,67000,67482,Strasbourg,67,Maison,115,2,
2023-000723,2023-05-21,4,Vente,821500,75001,75101,Paris 1er Arrondissement,75,Appartement,100,4,95
2023-000724,2023-02-23,1,Vente,843561,31000,31555,Toulouse,31,Maison,199,2,
2023-000725,2023-08-25,2,Vente,572764,75011,75111,Paris 11e Arrondissement,75,Appartement,68,1,
2023-000726,2023-02-12,3,Vente,348750,59000,59350,Lille,59,Appartement,90,4,85
2023-000727,2023-04-01,3,Vente en l'état futur d'achèvement,188100,75018,75118,Paris 18e Arrondissement,75,Appartement,57,6,
2023-000728,2023-12-12,1,Vente,507496,13007,13207,Marseille 7e Arrondissement,13,Appartement,88,6,
2023-000729,2023-01-25,1,Vente,1478776,69006,69386,Lyon 6e Arrondissement,69,Appartement,118,1,
2023-000730,2023-12-09,2,Vente,177160,75001,75101,Paris 1er Arrondissement,75,Maison,86,6,81
2023-000731,2023-06-17,2,Vente,373616,75001,75101,Paris 1er Arrondissement,75,Maison,152,2,
2023-000732,2023-06-11,3,Vente,177282,13007,13207,Marseille 7e Arrondissement,13,Appartement,21,6,19
2023-000733,2023-07-30,2,Vente,753710,13007,13207,Marseille 7e Arrondissement,13,Appartement,58,5,
2023-000734,2023-12-23,2,Vente,1129740,75011,75111,Paris 11e Arrondissement,75,Dépendance,228,,
2023-000735,2023-12-08,2,Vente,283257,44000,44109,Nantes,44,Appartement,81,6,76
2023-000736,2023-11-12,1,Adjudication,550854,59000,59350,Lille,59,Maison,101,2,
2023-000737,2023-07-12,2,Vente,274134,13007,13207,Marseille 7e Arrondissement,13,Maison,122,3,
2023-000738,2023-08-01,2,Vente,405262,44000,44109,Nantes,44,Maison,143,3,
2023-000739,2023-05-08,1,Vente en l'état futur d'achèvement,553832,75001,75101,Paris 1er Arrondissement,75,Appartement,107,1,101
2023-000740,2023-03-14,2,Echange,379664,75011,75111,Paris 11e Arrondissement,75,Maison,122,2,115
2023-000741,2023-04-12,2,Vente,910008,13011,13211,Marseille 11e Arrondissement,13,Maison,132,6,
2023-000742,2023-07-04,4,Vente,784045,35000,35238,Rennes,35,Dépendance,233,,221
2023-000743,2023-07-15,2,Echange,302660,67000,67482,Strasbourg,67,Appartement,74,6,
2023-000744,2023-10-15,2,Vente,252251,33000,33063,Bordeaux,33,Maison,193,2,183
2023-000745,2023-07-11,3,Vente,1359478,75001,75101,Paris 1er Arrondissement,75,Appartement,82,4,77
2023-000746,2023-03-05,3,Vente,334305,06000,06088,Nice,06,Appartement,69,3,65
2023-000747,2023-01-30,1,Vente,1078728,33000,33063,Bordeaux,33,Maison,168,6,159
2023-000748,2023-12-15,2,Vente,279832,44000,44109,Nantes,44,Appartement,38,6,
2023-000749,2023-07-16,3,Vente,247590,35000,35238,Rennes,35,Appartement,70,3,66
2023-000750,2023-06-07,2,Vente,379750,31000,31555,Toulouse,31,Maison,175,3,
2023-000751,2023-06-07,4,Vente en l'état futur d'achèvement,249494,69002,69382,Lyon 2e Arrondissement,69,Maison,71,5,67
2023-000752,2023-04-06,4,Vente,360568,59000,59350,Lille,59,Maison,104,1,98
2023-000753,2023-04-04,2,Vente,729589,69002,69382,Lyon 2e Arrondissement,69,Maison,119,1,
2023-000754,2023-06-25,1,Vente,258951,75011,75111,Paris 11e Arrondissement,75,Maison,77,1,
2023-000755,2023-01-22,4,Echange,187840,35000,35238,Rennes,35,Appartement,32,3,
2023-000756,2023-12-16,4,Vente,704302,13007,13207,Marseille 7e Arrondissement,13,Maison,157,6,
2023-000757,2023-02-21,1,Adjudication,270080,75001,75101,Paris 1er Arrondissement,75,Appartement,20,1,19
2023-000758,2023-05-08,4,Echange,697336,69006,69386,Lyon 6e Arrondissement,69,Appartement,67,4,63
2023-000759,2023-06-14,4,Adjudication,183312,75001,75101,Paris 1er Arrondissement,75,Dépendance,38,,
2023-000760,2023-02-11,1,Vente,800512,33000,33063,Bordeaux,33,Appartement,64,4,60
2023-000761,2023-09-24,4,Vente,454956,69006,69386,Lyon 6e Arrondissement,69,Appartement,93,5,
2023-000762,2023-10-04,1,Echange,369350,33000,33063,Bordeaux,33,Appartement,50,6,
2023-000763,2023-06-17,1,Vente,695402,59000,59350,Lille,59,Local industriel. commercial ou assimilé,226,,214
2023-000764,2023-12-21,1,Vente,422778,31000,31555,Toulouse,31,Appartement,62,5,58
2023-000765,2023-07-15,3,Vente en l'état futur d'achèvement,1292753,13011,13211,Marseille 11e Arrondissement,13,Appartement,103,1,97
2023-000766,2023-07-08,3,Vente,404124,69002,69382,Lyon 2e Arrondissement,69,Maison,102,1,
2023-000767,2023-08-05,2,Vente,763305,31000,31555,Toulouse,31,Maison,151,5,
2023-000768,2023-03-16,3,Vente,204801,75001,75101,Paris 1er Arrondissement,75,Appartement,57,5,
2023-000769,2023-01-18,4,Vente en l'état futur d'achèvement,654144,44000,44109,Nantes,44,Appartement,96,6,91
2023-000770,2023-07-12,2,Vente,346815,69002,69382,Lyon 2e Arrondissement,69,Appartement,27,6,25
2023-000771,2023-09-07,4,Vente en l'état futur d'achèvement,1219835,75001,75101,Paris 1er Arrondissement,75,Appartement,113,1,
2023-000772,2023-07-20,2,Vente,491810,44000,44109,Nantes,44,Maison,170,6,161
2023-000773,2023-10-25,2,Vente,334656,31000,31555,Toulouse,31,Maison,83,3,
2023-000774,2023-01-05,4,Vente,271458,35000,35238,Rennes,35,Appartement,66,2,62
2023-000775,2023-01-29,3,Vente,470282,13011,13211,Marseille 11e Arrondissement,13,Maison,94,6,89
2023-000776,2023-01-18,2,Vente,206150,75018,75118,Paris 18e Arrondissement,75,Appartement,35,5,33
2023-000777,2023-12-10,4,Vente,779508,13011,13211,Marseille 11e Arrondissement,13,Dépendance,367,,
2023-000778,2023-11-25,4,Vente,451600,75011,75111,Paris 11e Arrondissement,75,Maison,200,5,
2023-000779,2023-07-16,2,Vente,944865,59000,59350,Lille,59,Appartement,81,5,
2023-000780,2023-10-02,1,Vente,1567920,59000,59350,Lille,59,Appartement,120,5,114
2023-000781,2023-04-03,2,Echange,688800,69002,69382,Lyon 2e Arrondissement,69,Appartement,96,5,91
2023-000782,2023-01-18,2,Vente,120780,75011,75111,Paris 11e Arrondissement,75,Appartement,30,5,
2023-000783,2023-09-23,2,Vente,1068070,44000,44109,Nantes,44,Maison,145,3,137
2023-000784,2023-04-07,2,Vente,553744,44000,44109,Nantes,44,Maison,106,2,100
2023-000785,2023-02-08,4,Vente,751590,69006,69386,Lyon 6e Arrondissement,69,Appartement,90,3,85
2023-000786,2023-05-18,2,Vente,674730,75018,75118,Paris 18e Arrondissement,75,Maison,119,5,
2023-000787,2023-07-14,3,Vente,149316,75018,75118,Paris 18e Arrondissement,75,Appartement,23,1,21
2023-000788,2023-03-16,4,Vente en l'état futur d'achèvement,0,13007,13207,Marseille 7e Arrondissement,13,Appartement,48,2,45
2023-000789,2023-06-06,1,Vente en l'état futur d'achèvement,1626680,35000,35238,Rennes,35,Maison,220,3,209
2023-000790,2023-04-03,2,Vente,840320,75018,75118,Paris 18e Arrondissement,75,Appartement,64,1,60
2023-000791,2023-01-28,4,Vente,917728,75018,75118,Paris 18e Arrondissement,75,Appartement,112,2,106
2023-000792,2023-08-08,4,Vente,617120,35000,35238,Rennes,35,Maison,203,3,192
2023-000793,2023-05-03,4,Vente,303552,67000,67482,Strasbourg,67,Maison,93,1,88
2023-000794,2023-12-17,1,Vente,409372,59000,59350,Lille,59,Appartement,106,6,100
2023-000795,2023-12-05,2,Vente,287000,59000,59350,Lille,59,Maison,205,5,
2023-000796,2023-01-27,3,Vente en l'état futur d'achèvement,629814,13007,13207,Marseille 7e Arrondissement,13,Appartement,74,1,70
2023-000797,2023-03-02,2,Vente en l'état futur d'achèvement,0,69002,69382,Lyon 2e Arrondissement,69,Appartement,57,4,54
2023-000798,2023-08-26,3,Vente,1205721,44000,44109,Nantes,44,Appartement,99,4,
2023-000799,2023-04-06,4,Vente,718591,75011,75111,Paris 11e Arrondissement,75,Appartement,71,2,
2023-000800,2023-05-09,2,Vente,582096,33000,33063,Bordeaux,33,Appartement,48,4,45
